play_id,game_id,Number,Kicker,Yards,Outcome,hash,make_x,make_y,posteam,defteam,game_date,qtr,quarter_seconds_remaining,yardline_100,desc
1107,2022_15_ARI_DEN,5,M. Prater,45,Good,-9.25,4.4,33.8,ARI,DEN,2022-12-18,2,639,27,"(10:39) 5-M.Prater 45 yard field goal is GOOD, Center-46-A.Brewer, Holder-14-A.Lee."
1999,2022_15_ARI_DEN,5,M. Prater,50,Good,-9.25,5.8,32.6,ARI,DEN,2022-12-18,2,3,32,"(:03) 5-M.Prater 50 yard field goal is GOOD, Center-46-A.Brewer, Holder-14-A.Lee."
2387,2022_15_ARI_DEN,5,M. Prater,55,Good,-9.25,-0.7,29.4,ARI,DEN,2022-12-18,3,540,37,"(9:00) 5-M.Prater 55 yard field goal is GOOD, Center-46-A.Brewer, Holder-14-A.Lee."
1173,2022_15_ATL_NO,7,Y. Koo,28,Good,-9.25,0.3,28.3,ATL,NO,2022-12-18,2,679,10,"(11:19) 7-Y.Koo 28 yard field goal is GOOD, Center-48-L.McCullough, Holder-13-B.Pinion."
443,2022_15_CIN_TB,3,R. Succop,21,Good,9.25,5,20.8,TB,CIN,2022-12-18,1,370,3,"(6:10) 3-R.Succop 21 yard field goal is GOOD, Center-97-Z.Triner, Holder-5-J.Camarda."
1244,2022_15_CIN_TB,3,R. Succop,50,No Good,9.25,-10.4,23.1,TB,CIN,2022-12-18,2,483,32,"(8:03) 3-R.Succop 50 yard field goal is No Good, Wide Left, Center-97-Z.Triner, Holder-5-J.Camarda."
1777,2022_15_CIN_TB,2,E. McPherson,41,Good,9.25,-0.8,35.7,CIN,TB,2022-12-18,2,3,23,"(:03) 2-E.McPherson 41 yard field goal is GOOD, Center-48-C.Adomitis, Holder-4-D.Chrisman."
2026,2022_15_CIN_TB,2,E. McPherson,21,Good,9.25,5.1,28.3,CIN,TB,2022-12-18,3,728,3,"(12:08) 2-E.McPherson 21 yard field goal is GOOD, Center-48-C.Adomitis, Holder-4-D.Chrisman."
2191,2022_15_DAL_JAX,10,R. Patterson,33,Good,9.25,4.9,29,JAX,DAL,2022-12-18,3,640,14,"(10:40) 10-R.Patterson 33 yard field goal is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke."
2385,2022_15_DAL_JAX,19,B. Maher,24,Good,9.25,-0.5,23.9,DAL,JAX,2022-12-18,3,459,6,"(7:39) 19-B.Maher 24 yard field goal is GOOD, Center-45-M.Overton, Holder-5-B.Anger."
2585,2022_15_DAL_JAX,19,B. Maher,53,Good,9.25,8.4,26.2,DAL,JAX,2022-12-18,3,326,35,"(5:26) 19-B.Maher 53 yard field goal is GOOD, Center-45-M.Overton, Holder-5-B.Anger."
4093,2022_15_DAL_JAX,10,R. Patterson,48,Good,-9.25,-4.1,25.8,JAX,DAL,2022-12-18,4,5,30,"(:05) 10-R.Patterson 48 yard field goal is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke."
1432,2022_15_DET_NYJ,17,M. Badgley,31,Good,9.25,6.8,30.9,DET,NYJ,2022-12-18,2,429,13,"(7:09) 17-M.Badgley 31 yard field goal is GOOD, Center-47-S.Daly, Holder-3-J.Fox."
1970,2022_15_DET_NYJ,6,G. Zuerlein,34,Good,9.25,-9,33,NYJ,DET,2022-12-18,2,3,16,"(:03) 6-G.Zuerlein 34 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann."
2214,2022_15_DET_NYJ,17,M. Badgley,34,Good,-9.25,0.8,13,DET,NYJ,2022-12-18,3,718,16,"(11:58) 17-M.Badgley 34 yard field goal is GOOD, Center-47-S.Daly, Holder-3-J.Fox."
3252,2022_15_DET_NYJ,17,M. Badgley,54,No Good,0,-9,-10,DET,NYJ,2022-12-18,4,477,36,"(7:57) 17-M.Badgley 54 yard field goal is No Good, Short, Center-47-S.Daly, Holder-3-J.Fox."
3940,2022_15_DET_NYJ,6,G. Zuerlein,58,No Good,-9.25,-15.4,20.4,NYJ,DET,2022-12-18,4,1,40,"(:01) 6-G.Zuerlein 58 yard field goal is No Good, Wide Left, Center-42-T.Hennessy, Holder-7-B.Mann."
2211,2022_15_KC_HOU,7,H. Butker,27,Good,-9.25,-0.7,26.6,KC,HOU,2022-12-18,3,548,8,"(9:08) 7-H.Butker 27 yard field goal is GOOD, Center-41-J.Winchester, Holder-5-T.Townsend."
3507,2022_15_KC_HOU,7,K. Fairbairn,29,Good,-9.25,5.1,29.9,HOU,KC,2022-12-18,4,314,10,"(5:14) 7-K.Fairbairn 29 yard field goal is GOOD, Center-46-J.Weeks, Holder-11-C.Johnston."
3806,2022_15_KC_HOU,7,H. Butker,51,No Good,-9.25,15.1,27.1,KC,HOU,2022-12-18,4,12,33,"(:12) 7-H.Butker 51 yard field goal is No Good, Wide Right, Center-41-J.Winchester, Holder-5-T.Townsend."
362,2022_15_NE_LV,2,D. Carlson,49,Good,9.25,5.2,19.4,LV,NE,2022-12-18,1,511,31,"(8:31) 2-D.Carlson 49 yard field goal is GOOD, Center-47-T.Sieg, Holder-6-A.Cole."
1060,2022_15_NE_LV,6,N. Folk,24,Good,6,2.9,29,NE,LV,2022-12-18,2,715,6,"(11:55) 6-N.Folk 24 yard field goal is GOOD, Center-49-J.Cardona, Holder-17-M.Palardy."
2709,2022_15_NE_LV,6,N. Folk,47,Good,-2,1.2,30.2,NE,LV,2022-12-18,3,86,29,"(1:26) 6-N.Folk 47 yard field goal is GOOD, Center-49-J.Cardona, Holder-17-M.Palardy."
3020,2022_15_NE_LV,6,N. Folk,54,Good,-9.25,-7.4,8,NE,LV,2022-12-18,4,777,35,"(12:57) 6-N.Folk 54 yard field goal is GOOD, Center-49-J.Cardona, Holder-17-M.Palardy."
686,2022_15_NYG_WAS,6,J. Slye,41,Good,9.25,4.6,24.1,WAS,NYG,2022-12-18,1,176,23,"(2:56) 6-J.Slye 41 yard field goal is GOOD, Center-54-C.Cheeseman, Holder-5-T.Way."
2691,2022_15_NYG_WAS,9,G. Gano,50,Good,-8.5,6.2,13.9,NYG,WAS,2022-12-18,3,195,32,"(3:15) 9-G.Gano 50 yard field goal is GOOD, Center-58-C.Kreiter, Holder-6-J.Gillan."
3084,2022_15_NYG_WAS,6,J. Slye,51,Good,-9.25,-3.7,14.8,WAS,NYG,2022-12-18,4,756,33,"(12:36) 6-J.Slye 51 yard field goal is GOOD, Center-54-C.Cheeseman, Holder-5-T.Way."
3693,2022_15_NYG_WAS,9,G. Gano,50,Good,-9.25,7.2,14.3,NYG,WAS,2022-12-18,4,120,32,"(2:00) 9-G.Gano 50 yard field goal is GOOD, Center-58-C.Kreiter, Holder-6-J.Gillan."
1155,2022_15_PHI_CHI,4,J. Elliott,32,Good,-9.25,2.6,26.1,PHI,CHI,2022-12-18,2,714,14,"(11:54) 4-J.Elliott 32 yard field goal is GOOD, Center-45-R.Lovato, Holder-13-B.Kern."
3519,2022_15_PHI_CHI,4,J. Elliott,38,No Good,-9.25,9.25,22.6,PHI,CHI,2022-12-18,4,509,20,"(8:29) 4-J.Elliott 38 yard field goal is No Good, Hit Right Upright, Center-45-R.Lovato, Holder-13-B.Kern."
2594,2022_15_PIT_CAR,4,E. Pineiro,29,Good,-9.25,-0.6,22.6,CAR,PIT,2022-12-18,4,717,11,"(11:57) 4-E.Pineiro 29 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker."
2978,2022_15_PIT_CAR,4,E. Pineiro,32,Good,0,0,28.5,CAR,PIT,2022-12-18,4,379,14,"(6:19) 4-E.Pineiro 32 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker."
3345,2022_15_PIT_CAR,9,C. Boswell,50,Good,3,-5.8,19.9,PIT,CAR,2022-12-18,4,69,32,"(1:09) 9-C.Boswell 50 yard field goal is GOOD, Center-46-C.Kuntz, Holder-6-P.Harvin."
3488,2022_15_PIT_CAR,4,E. Pineiro,52,Good,9.25,5,16.5,CAR,PIT,2022-12-18,4,23,34,"(:23) 4-E.Pineiro 52 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker."
2803,2022_15_TEN_LAC,14,R. Bullock,51,No Good,-9.25,11.2,2.1,TEN,LAC,2022-12-18,4,819,33,"(13:39) 14-R.Bullock 51 yard field goal is No Good, Wide Right, Center-46-M.Cox, Holder-4-R.Stonehouse."
4003,2022_15_TEN_LAC,15,C. Dicker,43,Good,9.25,-4.3,27.6,LAC,TEN,2022-12-18,4,8,25,"(:08) 15-C.Dicker 43 yard field goal is GOOD, Center-47-J.Harris, Holder-16-J.Scott."
520,2022_15_LA_GB,2,M. Crosby,34,Good,9.25,0.9,29,GB,LA,2022-12-19,1,269,16,"(4:29) 2-M.Crosby 34 yard field goal is GOOD, Center-56-J.Coco, Holder-16-P.O'Donnell."
989,2022_15_LA_GB,8,M. Gay,33,Good,9.25,-0.4,31.9,LA,GB,2022-12-19,2,645,15,"(10:45) 8-M.Gay 33 yard field goal is GOOD, Center-42-M.Orzech, Holder-11-R.Dixon."
1569,2022_15_LA_GB,8,M. Gay,55,Good,9.25,-1.6,19.8,LA,GB,2022-12-19,2,51,37,"(:51) 8-M.Gay 55 yard field goal is GOOD, Center-42-M.Orzech, Holder-11-R.Dixon."
189,2022_16_JAX_NYJ,6,G. Zuerlein,37,Good,-9.25,6.2,29.7,NYJ,JAX,2022-12-22,1,701,19,"(11:41) 6-G.Zuerlein 37 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann."
437,2022_16_JAX_NYJ,10,R. Patterson,32,Good,9.25,-5.1,18.4,JAX,NYJ,2022-12-22,1,438,14,"(7:18) 10-R.Patterson 32 yard field goal is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke."
1481,2022_16_JAX_NYJ,10,R. Patterson,45,Good,-9.25,4.4,16.7,JAX,NYJ,2022-12-22,2,178,27,"(2:58) 10-R.Patterson 45 yard field goal is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke."
1770,2022_16_JAX_NYJ,10,R. Patterson,44,No Good,-9.25,-10,20.5,JAX,NYJ,2022-12-22,2,29,27,"(:29) 10-R.Patterson 44 yard field goal is No Good, Wide Left, Center-46-R.Matiscik, Holder-9-L.Cooke."
2432,2022_16_JAX_NYJ,10,R. Patterson,41,Good,-9.25,4.9,15.4,JAX,NYJ,2022-12-22,3,429,23,"(7:09) 10-R.Patterson 41 yard field goal is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke."
3587,2022_16_JAX_NYJ,10,R. Patterson,37,Good,-9.25,1.9,25.9,JAX,NYJ,2022-12-22,4,229,19,"(3:49) 10-R.Patterson 37 yard field goal is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke."
383,2022_16_ATL_BAL,9,J. Tucker,21,Good,9.25,-1,20.8,BAL,ATL,2022-12-24,1,485,3,"(8:05) 9-J.Tucker 21 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout."
626,2022_16_ATL_BAL,9,J. Tucker,55,Blocked,9.25,,,BAL,ATL,2022-12-24,1,228,37,"(3:48) 9-J.Tucker 55 yard field goal is BLOCKED (92-A.Ogundeji), Center-46-N.Moore, Holder-11-J.Stout, recovered by BAL-86-N.Boyle at ATL 40."
950,2022_16_ATL_BAL,9,J. Tucker,27,Good,9.25,0.6,27.6,BAL,ATL,2022-12-24,2,766,9,"(12:46) 9-J.Tucker 27 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout."
1918,2022_16_ATL_BAL,7,Y. Koo,32,Good,9.25,-9.25,23.9,ATL,BAL,2022-12-24,2,5,14,"(:05) 7-Y.Koo 32 yard field goal is GOOD, Center-48-L.McCullough, Holder-13-B.Pinion."
2447,2022_16_ATL_BAL,7,Y. Koo,34,Good,-9.25,6,28.1,ATL,BAL,2022-12-24,3,426,16,"(7:06) 7-Y.Koo 34 yard field goal is GOOD, Center-48-L.McCullough, Holder-13-B.Pinion."
2875,2022_16_ATL_BAL,9,J. Tucker,21,Good,-9.25,-0.6,24.8,BAL,ATL,2022-12-24,4,853,3,"(14:13) 9-J.Tucker 21 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout."
3562,2022_16_ATL_BAL,7,Y. Koo,37,Good,-9.25,2,25.5,ATL,BAL,2022-12-24,4,127,18,"(2:07) 7-Y.Koo 37 yard field goal is GOOD, Center-48-L.McCullough, Holder-13-B.Pinion."
1412,2022_16_BUF_CHI,2,C. Santos,37,Good,-9.25,-2.2,23.3,CHI,BUF,2022-12-24,2,205,19,"(3:25) 2-C.Santos 37 yard field goal is GOOD, Center-48-P.Scales, Holder-16-T.Gill."
1642,2022_16_BUF_CHI,2,T. Bass,38,No Good,-9.25,12.3,17.9,BUF,CHI,2022-12-24,2,56,20,"(:56) 2-T.Bass 38 yard field goal is No Good, Wide Right, Center-69-R.Ferguson, Holder-8-S.Martin."
2994,2022_16_BUF_CHI,2,C. Santos,35,Good,-9.25,-8.4,18.4,CHI,BUF,2022-12-24,4,623,17,"(10:23) 2-C.Santos 35 yard field goal is GOOD, Center-48-P.Scales, Holder-16-T.Gill."
1118,2022_16_CIN_NE,2,E. McPherson,28,Good,9.25,6.6,30.9,CIN,NE,2022-12-24,2,894,10,"(14:54) 2-E.McPherson 28 yard field goal is GOOD, Center-48-C.Adomitis, Holder-4-D.Chrisman."
3501,2022_16_CIN_NE,2,E. McPherson,43,No Good,9.25,-10.9,23.8,CIN,NE,2022-12-24,4,550,25,"(9:10) 2-E.McPherson 43 yard field goal is No Good, Wide Left, Center-48-C.Adomitis, Holder-4-D.Chrisman."
1915,2022_16_DET_CAR,4,E. Pineiro,37,Good,0,2,23.2,CAR,DET,2022-12-24,2,2,18,"(:02) 4-E.Pineiro 37 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker."
2870,2022_16_DET_CAR,4,E. Pineiro,40,Good,9.25,0.6,18,CAR,DET,2022-12-24,4,797,22,"(13:17) 4-E.Pineiro 40 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker."
3679,2022_16_DET_CAR,4,E. Pineiro,36,Good,9.25,-2.6,25.8,CAR,DET,2022-12-24,4,120,18,"(2:00) 4-E.Pineiro 36 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker."
3955,2022_16_DET_CAR,17,M. Badgley,34,Good,9.25,-3.4,25.6,DET,CAR,2022-12-24,4,40,16,"(:40) 17-M.Badgley 34 yard field goal is GOOD, Center-47-S.Daly, Holder-3-J.Fox."
1252,2022_16_HOU_TEN,7,K. Fairbairn,25,Good,-9.25,-0.5,28,HOU,TEN,2022-12-24,2,413,7,"(6:53) 7-K.Fairbairn 25 yard field goal is GOOD, Center-46-J.Weeks, Holder-11-C.Johnston."
3120,2022_16_HOU_TEN,7,K. Fairbairn,22,Good,-9.25,-1.6,20.3,HOU,TEN,2022-12-24,4,447,4,"(7:27) 7-K.Fairbairn 22 yard field goal is GOOD, Center-46-J.Weeks, Holder-11-C.Johnston."
899,2022_16_LV_PIT,9,C. Boswell,43,No Good,-9.25,-11.1,28.4,PIT,LV,2022-12-24,2,712,25,"(11:52) 9-C.Boswell 43 yard field goal is No Good, Wide Left, Center-46-C.Kuntz, Holder-6-P.Harvin."
1358,2022_16_LV_PIT,9,C. Boswell,44,Good,-9.25,-5.3,27.4,PIT,LV,2022-12-24,2,113,26,"(1:53) 9-C.Boswell 44 yard field goal is GOOD, Center-46-C.Kuntz, Holder-6-P.Harvin."
1603,2022_16_LV_PIT,2,D. Carlson,40,Good,-9.25,5.5,15.9,LV,PIT,2022-12-24,2,9,22,"(:09) 2-D.Carlson 40 yard field goal is GOOD, Center-47-T.Sieg, Holder-6-A.Cole."
2088,2022_16_LV_PIT,9,C. Boswell,52,No Good,-8.5,-11.5,17.7,PIT,LV,2022-12-24,3,442,34,"(7:22) 9-C.Boswell 52 yard field goal is No Good, Wide Left, Center-46-C.Kuntz, Holder-6-P.Harvin."
2776,2022_16_LV_PIT,9,C. Boswell,40,Good,-9.25,-1.2,25.2,PIT,LV,2022-12-24,4,592,22,"(9:52) 9-C.Boswell 40 yard field goal is GOOD, Center-46-C.Kuntz, Holder-6-P.Harvin."
1450,2022_16_NO_CLE,3,C. York,30,Good,-9.25,-3.6,23.8,CLE,NO,2022-12-24,2,251,12,"(4:11) 3-C.York 30 yard field goal is GOOD, Center-47-C.Hughlett, Holder-13-C.Bojorquez."
1737,2022_16_NO_CLE,3,W. Lutz,23,Good,-9.25,-4.1,23,NO,CLE,2022-12-24,2,3,5,"(:03) 3-W.Lutz 23 yard field goal is GOOD, Center-49-Z.Wood, Holder-4-B.Gillikin."
1250,2022_16_NYG_MIN,1,G. Joseph,40,Good,9.25,1.2,31.8,MIN,NYG,2022-12-24,2,585,22,"(9:45) 1-G.Joseph 40 yard field goal is GOOD, Center-42-A.DePaola, Holder-14-R.Wright."
2217,2022_16_NYG_MIN,9,G. Gano,44,Good,0,-1.9,20.6,NYG,MIN,2022-12-24,3,682,26,"(11:22) 9-G.Gano 44 yard field goal is GOOD, Center-58-C.Kreiter, Holder-6-J.Gillan."
2578,2022_16_NYG_MIN,9,G. Gano,44,Good,-9.25,-4.1,27.1,NYG,MIN,2022-12-24,3,275,25,"(4:35) 9-G.Gano 44 yard field goal is GOOD, Center-58-C.Kreiter, Holder-6-J.Gillan."
3403,2022_16_NYG_MIN,9,G. Gano,55,Good,-9.25,4,18.6,NYG,MIN,2022-12-24,4,389,37,"(6:29) 9-G.Gano 55 yard field goal is GOOD, Center-58-C.Kreiter, Holder-6-J.Gillan."
4168,2022_16_NYG_MIN,1,G. Joseph,61,Good,9.25,0.5,15.2,MIN,NYG,2022-12-24,4,4,42,"(:04) 1-G.Joseph 61 yard field goal is GOOD, Center-42-A.DePaola, Holder-14-R.Wright."
192,2022_16_PHI_DAL,4,J. Elliott,25,Good,9.25,2.9,30.3,PHI,DAL,2022-12-24,1,678,7,"(11:18) 4-J.Elliott 25 yard field goal is GOOD, Center-45-R.Lovato, Holder-13-B.Kern."
1623,2022_16_PHI_DAL,19,B. Maher,21,Good,-9.25,-0.4,19.9,DAL,PHI,2022-12-24,2,112,3,"(1:52) 19-B.Maher 21 yard field goal is GOOD, Center-45-M.Overton, Holder-5-B.Anger."
1971,2022_16_PHI_DAL,4,J. Elliott,47,Good,-9.25,-4.2,28.8,PHI,DAL,2022-12-24,2,11,29,"(:11) 4-J.Elliott 47 yard field goal is GOOD, Center-45-R.Lovato, Holder-13-B.Kern. Penalty on DAL-29-C.Goodwin, Defensive Offside, declined."
2633,2022_16_PHI_DAL,19,B. Maher,44,Good,-9.25,-7.8,25.1,DAL,PHI,2022-12-24,3,305,26,"(5:05) 19-B.Maher 44 yard field goal is GOOD, Center-45-M.Overton, Holder-5-B.Anger."
3751,2022_16_PHI_DAL,19,B. Maher,48,Good,-9.25,-0.3,26.8,DAL,PHI,2022-12-24,4,144,29,"(2:24) 19-B.Maher 48 yard field goal is GOOD, Center-45-M.Overton, Holder-5-B.Anger."
3974,2022_16_PHI_DAL,19,B. Maher,26,Good,-9.25,-0.5,23.7,DAL,PHI,2022-12-24,4,104,8,"(1:44) 19-B.Maher 26 yard field goal is GOOD, Center-45-M.Overton, Holder-5-B.Anger."
1675,2022_16_SEA_KC,7,H. Butker,47,Good,-9.25,0.7,23.1,KC,SEA,2022-12-24,2,164,29,"(2:44) 7-H.Butker 47 yard field goal is GOOD, Center-41-J.Winchester, Holder-5-T.Townsend."
2067,2022_16_SEA_KC,5,J. Myers,22,Good,9.25,5.9,22.4,SEA,KC,2022-12-24,2,1,3,"(:01) 5-J.Myers 22 yard field goal is GOOD, Center-46-C.Tinker, Holder-4-M.Dickson."
2757,2022_16_WAS_SF,9,R. Gould,26,Good,-9.25,-1.3,22.4,SF,WAS,2022-12-24,4,900,8,"(15:00) 9-R.Gould 26 yard field goal is GOOD, Center-46-T.Pepper, Holder-18-M.Wishnowsky."
2946,2022_16_WAS_SF,9,R. Gould,23,Good,9.25,-3.7,22.5,SF,WAS,2022-12-24,4,725,5,"(12:05) 9-R.Gould 23 yard field goal is GOOD, Center-46-T.Pepper, Holder-18-M.Wishnowsky."
3147,2022_16_WAS_SF,9,R. Gould,35,Good,-9.25,0.9,19.5,SF,WAS,2022-12-24,4,560,17,"(9:20) 9-R.Gould 35 yard field goal is GOOD, Center-46-T.Pepper, Holder-18-M.Wishnowsky."
334,2022_16_DEN_LA,8,M. Gay,55,Good,9.25,-2,21.9,LA,DEN,2022-12-25,1,511,37,"(8:31) 8-M.Gay 55 yard field goal is GOOD, Center-42-M.Orzech, Holder-11-R.Dixon."
986,2022_16_DEN_LA,8,B. McManus,54,Good,9.25,0.4,9.8,DEN,LA,2022-12-25,1,43,36,"(:43) 8-B.McManus 54 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman."
2022,2022_16_DEN_LA,8,B. McManus,49,Good,9.25,-5.4,25.8,DEN,LA,2022-12-25,2,1,31,"(:01) 8-B.McManus 49 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman."
2602,2022_16_DEN_LA,8,M. Gay,30,Good,-9.25,-4,30.2,LA,DEN,2022-12-25,3,233,12,"(3:53) 8-M.Gay 30 yard field goal is GOOD, Center-42-M.Orzech, Holder-11-R.Dixon."
3440,2022_16_DEN_LA,8,M. Gay,53,Good,-9.25,3.2,20.9,LA,DEN,2022-12-25,4,382,35,"(6:22) 8-M.Gay 53 yard field goal is GOOD, Center-42-M.Orzech, Holder-11-R.Dixon."
233,2022_16_GB_MIA,7,J. Sanders,46,Good,0,0.6,26.6,MIA,GB,2022-12-25,1,675,28,"(11:15) 7-J.Sanders 46 yard field goal is GOOD, Center-44-B.Ferguson, Holder-4-T.Morstead."
346,2022_16_GB_MIA,2,M. Crosby,36,Good,-9.25,1.9,22.1,GB,MIA,2022-12-25,1,570,18,"(9:30) 2-M.Crosby 36 yard field goal is GOOD, Center-56-J.Coco, Holder-16-P.O'Donnell."
1519,2022_16_GB_MIA,7,J. Sanders,34,Good,-9.25,3.4,27.4,MIA,GB,2022-12-25,2,263,16,"(4:23) 7-J.Sanders 34 yard field goal is GOOD, Center-44-B.Ferguson, Holder-4-T.Morstead."
1910,2022_16_GB_MIA,2,M. Crosby,46,Good,9.25,-4.7,10.2,GB,MIA,2022-12-25,2,7,28,"(:07) 2-M.Crosby 46 yard field goal is GOOD, Center-56-J.Coco, Holder-16-P.O'Donnell."
2524,2022_16_GB_MIA,7,J. Sanders,48,No Good,-9.25,15,26.8,MIA,GB,2022-12-25,3,150,30,"(2:30) 7-J.Sanders 48 yard field goal is No Good, Wide Right, Center-44-B.Ferguson, Holder-4-T.Morstead."
2973,2022_16_GB_MIA,2,M. Crosby,28,Good,-9.25,4.7,25.2,GB,MIA,2022-12-25,4,709,10,"(11:49) 2-M.Crosby 28 yard field goal is GOOD, Center-56-J.Coco, Holder-16-P.O'Donnell."
3559,2022_16_GB_MIA,2,M. Crosby,26,Good,-9.25,-1.4,17.7,GB,MIA,2022-12-25,4,126,8,"(2:06) 2-M.Crosby 26 yard field goal is GOOD, Center-56-J.Coco, Holder-16-P.O'Donnell."
176,2022_16_TB_ARI,3,R. Succop,38,Good,-9.25,-6.9,29.6,TB,ARI,2022-12-25,1,807,20,"(13:27) 3-R.Succop 38 yard field goal is GOOD, Center-97-Z.Triner, Holder-5-J.Camarda."
983,2022_16_TB_ARI,5,M. Prater,56,Good,9.25,-3.3,23,ARI,TB,2022-12-25,1,37,38,"(:37) 5-M.Prater 56 yard field goal is GOOD, Center-46-A.Brewer, Holder-14-A.Lee."
1433,2022_16_TB_ARI,3,R. Succop,35,Good,1,4.1,22.3,TB,ARI,2022-12-25,2,498,17,"(8:18) 3-R.Succop 35 yard field goal is GOOD, Center-97-Z.Triner, Holder-5-J.Camarda."
2182,2022_16_TB_ARI,5,M. Prater,53,Good,9.25,-9.25,20.3,ARI,TB,2022-12-25,2,12,35,"(:12) 5-M.Prater 53 yard field goal is GOOD, Center-46-A.Brewer, Holder-14-A.Lee."
3087,2022_16_TB_ARI,5,M. Prater,39,Good,9.25,6.8,32.8,ARI,TB,2022-12-25,4,851,21,"(14:11) 5-M.Prater 39 yard field goal is GOOD, Center-46-A.Brewer, Holder-14-A.Lee."
3950,2022_16_TB_ARI,3,R. Succop,42,Good,-9.25,-3.2,13.3,TB,ARI,2022-12-25,4,151,24,"(2:31) 3-R.Succop 42 yard field goal is GOOD, Center-97-Z.Triner, Holder-5-J.Camarda."
4818,2022_16_TB_ARI,3,R. Succop,40,Good,-1,0.6,23.7,TB,ARI,2022-12-25,5,226,22,"(3:46) 3-R.Succop 40 yard field goal is GOOD, Center-97-Z.Triner, Holder-5-J.Camarda."
1495,2022_16_LAC_IND,7,C. McLaughlin,46,Good,9.25,6.5,18.9,IND,LAC,2022-12-26,2,266,27,"(4:26) 7-C.McLaughlin 46 yard field goal is GOOD, Center-46-L.Rhodes, Holder-6-M.Haack."
1861,2022_16_LAC_IND,15,C. Dicker,24,Good,-9.25,3.2,22.4,LAC,IND,2022-12-26,2,3,6,"(:03) 15-C.Dicker 24 yard field goal is GOOD, Center-47-J.Harris, Holder-16-J.Scott."
2328,2022_16_LAC_IND,15,C. Dicker,21,Good,8.25,3.5,20.1,LAC,IND,2022-12-26,3,365,3,"(6:05) 15-C.Dicker 21 yard field goal is GOOD, Center-47-J.Harris, Holder-16-J.Scott."
1009,2022_17_DAL_TEN,19,B. Maher,36,Good,-9.25,5,26.5,DAL,TEN,2022-12-29,2,900,18,"(15:00) 19-B.Maher 36 yard field goal is GOOD, Center-45-M.Overton, Holder-5-B.Anger."
1832,2022_17_DAL_TEN,14,R. Bullock,37,Good,9.25,0,34.2,TEN,DAL,2022-12-29,2,68,19,"(1:08) 14-R.Bullock 37 yard field goal is GOOD, Center-46-M.Cox, Holder-4-R.Stonehouse."
2119,2022_17_DAL_TEN,14,R. Bullock,29,Good,9.25,3.3,24.1,TEN,DAL,2022-12-29,2,2,11,"(:02) 14-R.Bullock 29 yard field goal is GOOD, Center-46-M.Cox, Holder-4-R.Stonehouse."
3638,2022_17_DAL_TEN,19,B. Maher,45,Good,9.25,-6.2,27.1,DAL,TEN,2022-12-29,4,388,27,"(6:28) 19-B.Maher 45 yard field goal is GOOD, Center-45-M.Overton, Holder-5-B.Anger."
389,2022_17_ARI_ATL,5,M. Prater,38,Good,9.25,-0.6,26.8,ARI,ATL,2023-01-01,1,508,20,"(8:28) 5-M.Prater 38 yard field goal is GOOD, Center-48-H.Bradley, Holder-14-A.Lee."
2048,2022_17_ARI_ATL,5,M. Prater,36,Good,1,3.6,36,ARI,ATL,2023-01-01,2,6,18,"(:06) 5-M.Prater 36 yard field goal is GOOD, Center-48-H.Bradley, Holder-14-A.Lee."
2504,2022_17_ARI_ATL,5,M. Prater,36,Good,-9.25,-7.7,27.6,ARI,ATL,2023-01-01,3,544,18,"(9:04) 5-M.Prater 36 yard field goal is GOOD, Center-48-H.Bradley, Holder-14-A.Lee."
2846,2022_17_ARI_ATL,5,M. Prater,43,No Good,-9.25,-14.7,23,ARI,ATL,2023-01-01,3,246,25,"(4:06) 5-M.Prater 43 yard field goal is No Good, Wide Left, Center-48-H.Bradley, Holder-14-A.Lee."
3381,2022_17_ARI_ATL,7,Y. Koo,27,Good,9.25,0.5,25.3,ATL,ARI,2023-01-01,4,580,9,"(9:40) 7-Y.Koo 27 yard field goal is GOOD, Center-48-L.McCullough, Holder-13-B.Pinion."
3716,2022_17_ARI_ATL,5,M. Prater,57,Good,-9.25,-2.9,18.4,ARI,ATL,2023-01-01,4,302,39,"(5:02) 5-M.Prater 57 yard field goal is GOOD, Center-48-H.Bradley, Holder-14-A.Lee."
